"subject";"activity";"domain";"instrument";"signal";"jerk";"magnitude";"measure";"count";"avg"
12;"walking_upstairs";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";52;-0.3208844625
12;"walking_upstairs";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";52;-0.346565141730769
12;"walking_upstairs";"Frequency";"Gyroscope";NA;NA;NA;"Mean";156;-0.479050861346154
12;"walking_upstairs";"Frequency";"Gyroscope";NA;NA;NA;"SD";156;-0.4801590245
12;"walking_upstairs";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";52;-0.594032515192308
12;"walking_upstairs";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";52;-0.564435086711538
12;"walking_upstairs";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";52;-0.714332592115385
12;"walking_upstairs";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";52;-0.733130764423077
12;"walking_upstairs";"Time";"Accelerometer";"Body";NA;NA;"Mean";156;0.0464243727326923
12;"walking_upstairs";"Time";"Accelerometer";"Body";NA;NA;"SD";156;-0.276888292569231
12;"walking_upstairs";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";52;-0.229183927115385
12;"walking_upstairs";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";52;-0.285844036153846
12;"walking_upstairs";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";156;0.0250125868173077
12;"walking_upstairs";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";156;-0.463507438621795
12;"walking_upstairs";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";52;-0.432469300961538
12;"walking_upstairs";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";52;-0.329827968269231
12;"walking_upstairs";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";156;0.202992296160256
12;"walking_upstairs";"Time";"Accelerometer";"Gravity";NA;NA;"SD";156;-0.946565275128205
12;"walking_upstairs";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";52;-0.229183927115385
12;"walking_upstairs";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";52;-0.285844036153846
12;"walking_upstairs";"Time";"Gyroscope";NA;NA;NA;"Mean";156;-0.0148175287782051
12;"walking_upstairs";"Time";"Gyroscope";NA;NA;NA;"SD";156;-0.466407900185897
12;"walking_upstairs";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";52;-0.316561585961538
12;"walking_upstairs";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";52;-0.525686949063461
12;"walking_upstairs";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";156;-0.0481404244333333
12;"walking_upstairs";"Time";"Gyroscope";NA;"Jerk";NA;"SD";156;-0.639202299230769
12;"walking_upstairs";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";52;-0.674972132307692
12;"walking_upstairs";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";52;-0.713406712307692
13;"laying";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";186;-0.968952086827957
13;"laying";"Frequency";"Accelerometer";"Body";NA;NA;"SD";186;-0.953424850806452
13;"laying";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";62;-0.959535493548387
13;"laying";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";62;-0.949431319193548
13;"laying";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";186;-0.982189807903226
13;"laying";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";186;-0.984047495376344
13;"laying";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";62;-0.980754385967742
13;"laying";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";62;-0.978044349516129
13;"laying";"Frequency";"Gyroscope";NA;NA;NA;"Mean";186;-0.969093366505376
13;"laying";"Frequency";"Gyroscope";NA;NA;NA;"SD";186;-0.967729377795699
13;"laying";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";62;-0.957681621290323
13;"laying";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";62;-0.946133432096774
13;"laying";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";62;-0.978150814032258
13;"laying";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";62;-0.972798632258065
13;"laying";"Time";"Accelerometer";"Body";NA;NA;"Mean";186;0.050648013861828
13;"laying";"Time";"Accelerometer";"Body";NA;NA;"SD";186;-0.956744311451613
13;"laying";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";62;-0.960517768225806
13;"laying";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";62;-0.947944746612903
13;"laying";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";186;0.0284125918572581
13;"laying";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";186;-0.98288098344086
13;"laying";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";62;-0.985467853870968
13;"laying";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";62;-0.980066243387097
13;"laying";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";186;0.366144575532258
13;"laying";"Time";"Accelerometer";"Gravity";NA;NA;"SD";186;-0.96457208155914
13;"laying";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";62;-0.960517768225806
13;"laying";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";62;-0.947944746612903
13;"laying";"Time";"Gyroscope";NA;NA;NA;"Mean";186;0.00381948165490322
13;"laying";"Time";"Gyroscope";NA;NA;NA;"SD";186;-0.967399534677419
13;"laying";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";62;-0.944303111935484
13;"laying";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";62;-0.944687480967742
13;"laying";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";186;-0.0694956719424731
13;"laying";"Time";"Gyroscope";NA;"Jerk";NA;"SD";186;-0.98335367983871
13;"laying";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";62;-0.98544626483871
13;"laying";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";62;-0.975113305645161
13;"sitting";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";147;-0.968664152462585
13;"sitting";"Frequency";"Accelerometer";"Body";NA;NA;"SD";147;-0.952422030836735
13;"sitting";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";49;-0.956901559653061
13;"sitting";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";49;-0.938529931020408
13;"sitting";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";147;-0.987284506394558
13;"sitting";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";147;-0.989400796870748
13;"sitting";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";49;-0.988348535306122
13;"sitting";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";49;-0.988332303469388
13;"sitting";"Frequency";"Gyroscope";NA;NA;NA;"Mean";147;-0.978019557414966
13;"sitting";"Frequency";"Gyroscope";NA;NA;NA;"SD";147;-0.978145719183673
13;"sitting";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";49;-0.973258277755102
13;"sitting";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";49;-0.96426809755102
13;"sitting";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";49;-0.991723741632653
13;"sitting";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";49;-0.991219445918367
13;"sitting";"Time";"Accelerometer";"Body";NA;NA;"Mean";147;0.057068219714966
13;"sitting";"Time";"Accelerometer";"Body";NA;NA;"SD";147;-0.955718410816327
13;"sitting";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";49;-0.957690563673469
13;"sitting";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";49;-0.937935738571429
13;"sitting";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";147;0.0169744742249184
13;"sitting";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";147;-0.988235637346939
13;"sitting";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";49;-0.989497838979592
13;"sitting";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";49;-0.988813098163265
13;"sitting";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";147;0.367707883585034
13;"sitting";"Time";"Accelerometer";"Gravity";NA;NA;"SD";147;-0.954570578095238
13;"sitting";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";49;-0.957690563673469
13;"sitting";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";49;-0.937935738571429
13;"sitting";"Time";"Gyroscope";NA;NA;NA;"Mean";147;-0.0144793410687755
13;"sitting";"Time";"Gyroscope";NA;NA;NA;"SD";147;-0.97746971122449
13;"sitting";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";49;-0.951142644081633
13;"sitting";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";49;-0.963940591428571
13;"sitting";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";147;-0.0611895655163265
13;"sitting";"Time";"Gyroscope";NA;"Jerk";NA;"SD";147;-0.991001916394558
13;"sitting";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";49;-0.992604304489796
13;"sitting";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";49;-0.991414934897959
13;"standing";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";171;-0.975473628362573
13;"standing";"Frequency";"Accelerometer";"Body";NA;NA;"SD";171;-0.967681866432748
13;"standing";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";57;-0.972393559473684
13;"standing";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";57;-0.970445378947368
13;"standing";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";171;-0.983519870292398
13;"standing";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";171;-0.985156298654971
13;"standing";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";57;-0.981977536491228
13;"standing";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";57;-0.980621262631579
13;"standing";"Frequency";"Gyroscope";NA;NA;NA;"Mean";171;-0.968153855497076
13;"standing";"Frequency";"Gyroscope";NA;NA;NA;"SD";171;-0.967592276783626
13;"standing";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";57;-0.957488799473684
13;"standing";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";57;-0.946857485438596
13;"standing";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";57;-0.977197403859649
13;"standing";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";57;-0.976467330175439
13;"standing";"Time";"Accelerometer";"Body";NA;NA;"Mean";171;0.0496150313005848
13;"standing";"Time";"Accelerometer";"Body";NA;NA;"SD";171;-0.969327076842105
13;"standing";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";57;-0.971564243157895
13;"standing";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";57;-0.968519673859649
13;"standing";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";171;0.0275928230636784
13;"standing";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";171;-0.984088839649123
13;"standing";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";57;-0.98680002754386
13;"standing";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";57;-0.981865616666667
13;"standing";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";171;0.216755496374269
13;"standing";"Time";"Accelerometer";"Gravity";NA;NA;"SD";171;-0.981246928304094
13;"standing";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";57;-0.971564243157895
13;"standing";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";57;-0.968519673859649
13;"standing";"Time";"Gyroscope";NA;NA;NA;"Mean";171;-0.00646616464479532
13;"standing";"Time";"Gyroscope";NA;NA;NA;"SD";171;-0.966911915964912
13;"standing";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";57;-0.95782537245614
13;"standing";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";57;-0.944980198421053
13;"standing";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";171;-0.0644444448567252
13;"standing";"Time";"Gyroscope";NA;"Jerk";NA;"SD";171;-0.981541609649123
13;"standing";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";57;-0.983637634912281
13;"standing";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";57;-0.976197659649123
13;"walking";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";171;-0.162122187314854
13;"walking";"Frequency";"Accelerometer";"Body";NA;NA;"SD";171;-0.176999783697661
13;"walking";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";57;-0.23460086645614
13;"walking";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";57;-0.438388953157895
13;"walking";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";171;-0.225548010775439
13;"walking";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";171;-0.177071783884854
13;"walking";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";57;-0.15211150075614
13;"walking";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";57;-0.113591923723684
13;"walking";"Frequency";"Gyroscope";NA;NA;NA;"Mean";171;-0.241892661097661
13;"walking";"Frequency";"Gyroscope";NA;NA;NA;"SD";171;-0.403222372391813
13;"walking";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";57;-0.267472373877193
13;"walking";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";57;-0.379951835438597
13;"walking";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";57;-0.338527133789474
13;"walking";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";57;-0.349285611070175
13;"walking";"Time";"Accelerometer";"Body";NA;NA;"Mean";171;0.0486285363210526
13;"walking";"Time";"Accelerometer";"Body";NA;NA;"SD";171;-0.141872413947953
13;"walking";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";57;-0.135643867842105
13;"walking";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";57;-0.292546377017544
13;"walking";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";171;0.0300050526171345
13;"walking";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";171;-0.179664787649591
13;"walking";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";57;-0.133205034736842
13;"walking";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";57;-0.131788528797719
13;"walking";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";171;0.165299136584795
13;"walking";"Time";"Accelerometer";"Gravity";NA;NA;"SD";171;-0.960694118596491
13;"walking";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";57;-0.135643867842105
13;"walking";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";57;-0.292546377017544
13;"walking";"Time";"Gyroscope";NA;NA;NA;"Mean";171;-0.00628248320374269
13;"walking";"Time";"Gyroscope";NA;NA;NA;"SD";171;-0.343151137532164
13;"walking";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";57;-0.218669558421053
13;"walking";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";57;-0.253240071964912
13;"walking";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";171;-0.0641047032883041
13;"walking";"Time";"Gyroscope";NA;"Jerk";NA;"SD";171;-0.305446263187135
13;"walking";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";57;-0.303508210175439
13;"walking";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";57;-0.322118379807018
13;"walking_downstairs";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";141;-0.0867641719602837
13;"walking_downstairs";"Frequency";"Accelerometer";"Body";NA;NA;"SD";141;-0.13126773830695
13;"walking_downstairs";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";47;0.0528791880659574
13;"walking_downstairs";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";47;-0.210912766382979
13;"walking_downstairs";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";141;-0.199600648139007
13;"walking_downstairs";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";141;-0.204366522627752
13;"walking_downstairs";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";47;-0.0282156656914894
13;"walking_downstairs";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";47;-0.0709893839055319
13;"walking_downstairs";"Frequency";"Gyroscope";NA;NA;NA;"Mean";141;-0.22213755797234
13;"walking_downstairs";"Frequency";"Gyroscope";NA;NA;NA;"SD";141;-0.376286323433333
13;"walking_downstairs";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";47;-0.206121707212766
13;"walking_downstairs";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";47;-0.400560061212766
13;"walking_downstairs";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";47;-0.266399903210638
13;"walking_downstairs";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";47;-0.343094861202128
13;"walking_downstairs";"Time";"Accelerometer";"Body";NA;NA;"Mean";141;0.0595137426538298
13;"walking_downstairs";"Time";"Accelerometer";"Body";NA;NA;"SD";141;-0.0862049185010638
13;"walking_downstairs";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";47;-0.0294634299553191
13;"walking_downstairs";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";47;-0.0156098198829787
13;"walking_downstairs";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";141;0.0229626965806028
13;"walking_downstairs";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";141;-0.180055062641135
13;"walking_downstairs";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";47;-0.127926051502128
13;"walking_downstairs";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";47;-0.0433959844
13;"walking_downstairs";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";141;0.21174615768844
13;"walking_downstairs";"Time";"Accelerometer";"Gravity";NA;NA;"SD";141;-0.925050146382979
13;"walking_downstairs";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";47;-0.0294634299553191
13;"walking_downstairs";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";47;-0.0156098198829787
13;"walking_downstairs";"Time";"Gyroscope";NA;NA;NA;"Mean";141;-0.0117028446721277
13;"walking_downstairs";"Time";"Gyroscope";NA;NA;NA;"SD";141;-0.312878801829787
13;"walking_downstairs";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";47;-0.102114480531915
13;"walking_downstairs";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";47;-0.236762631468085
13;"walking_downstairs";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";141;-0.060954479977305
13;"walking_downstairs";"Time";"Gyroscope";NA;"Jerk";NA;"SD";141;-0.363329802730496
13;"walking_downstairs";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";47;-0.323552439276596
13;"walking_downstairs";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";47;-0.27649151037234
13;"walking_upstairs";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";165;-0.283634150963636
13;"walking_upstairs";"Frequency";"Accelerometer";"Body";NA;NA;"SD";165;-0.112088936899818
13;"walking_upstairs";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";55;-0.367522800909091
13;"walking_upstairs";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";55;-0.409065516363636
13;"walking_upstairs";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";165;-0.502234916357576
13;"walking_upstairs";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";165;-0.507657983115152
13;"walking_upstairs";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";55;-0.425100006545455
13;"walking_upstairs";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";55;-0.491090809090909
13;"walking_upstairs";"Frequency";"Gyroscope";NA;NA;NA;"Mean";165;-0.409876019430303
13;"walking_upstairs";"Frequency";"Gyroscope";NA;NA;NA;"SD";165;-0.399906424363636
13;"walking_upstairs";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";55;-0.485477308909091
13;"walking_upstairs";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";55;-0.470770800363636
13;"walking_upstairs";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";55;-0.656088544363636
13;"walking_upstairs";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";55;-0.712261499636364
13;"walking_upstairs";"Time";"Accelerometer";"Body";NA;NA;"Mean";165;0.0348991494332727
13;"walking_upstairs";"Time";"Accelerometer";"Body";NA;NA;"SD";165;-0.136341463912727
13;"walking_upstairs";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";55;-0.10115350174
13;"walking_upstairs";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";55;-0.326339622181818
13;"walking_upstairs";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";165;0.0141838264139394
13;"walking_upstairs";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";165;-0.490526911890909
13;"walking_upstairs";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";55;-0.456190454
13;"walking_upstairs";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";55;-0.451225931090909
13;"walking_upstairs";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";165;0.0942408804111515
13;"walking_upstairs";"Time";"Accelerometer";"Gravity";NA;NA;"SD";165;-0.926255855757576
13;"walking_upstairs";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";55;-0.10115350174
13;"walking_upstairs";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";55;-0.326339622181818
13;"walking_upstairs";"Time";"Gyroscope";NA;NA;NA;"Mean";165;-0.00593150996424242
13;"walking_upstairs";"Time";"Gyroscope";NA;NA;NA;"SD";165;-0.385481322824242
13;"walking_upstairs";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";55;-0.237182958116364
13;"walking_upstairs";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";55;-0.415658606181818
13;"walking_upstairs";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";165;-0.059317434890303
13;"walking_upstairs";"Time";"Gyroscope";NA;"Jerk";NA;"SD";165;-0.620241282242424
13;"walking_upstairs";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";55;-0.631964902181818
13;"walking_upstairs";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";55;-0.669216383090909
14;"laying";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";153;-0.93072846379085
14;"laying";"Frequency";"Accelerometer";"Body";NA;NA;"SD";153;-0.903749805098039
14;"laying";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";51;-0.899463668843137
14;"laying";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";51;-0.859606047058823
14;"laying";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";153;-0.969982009738562
14;"laying";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";153;-0.972506369803922
14;"laying";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";51;-0.96798859627451
14;"laying";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";51;-0.963607433921569
14;"laying";"Frequency";"Gyroscope";NA;NA;NA;"Mean";153;-0.945718033921569
14;"laying";"Frequency";"Gyroscope";NA;NA;NA;"SD";153;-0.949162125163399
14;"laying";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";51;-0.930151731176471
14;"laying";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";51;-0.917760104901961
14;"laying";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";51;-0.966455343137255
14;"laying";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";51;-0.963666018039216
14;"laying";"Time";"Accelerometer";"Body";NA;NA;"Mean";153;0.0450332143346405
14;"laying";"Time";"Accelerometer";"Body";NA;NA;"SD";153;-0.90917695
14;"laying";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";51;-0.905978250196078
14;"laying";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";51;-0.856593119215686
14;"laying";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";153;0.0191550545815033
14;"laying";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";153;-0.970677676666667
14;"laying";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";51;-0.972576392941176
14;"laying";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";51;-0.966450909019608
14;"laying";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";153;0.39215873527451
14;"laying";"Time";"Accelerometer";"Gravity";NA;NA;"SD";153;-0.904071885751634
14;"laying";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";51;-0.905978250196078
14;"laying";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";51;-0.856593119215686
14;"laying";"Time";"Gyroscope";NA;NA;NA;"Mean";153;0.00025082076875817
14;"laying";"Time";"Gyroscope";NA;NA;NA;"SD";153;-0.947339253660131
14;"laying";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";51;-0.904665418431373
14;"laying";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";51;-0.913433185882353
14;"laying";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";153;-0.0664438545476405
14;"laying";"Time";"Gyroscope";NA;"Jerk";NA;"SD";153;-0.972676409738562
14;"laying";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";51;-0.975621183137255
14;"laying";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";51;-0.964009921960784
14;"sitting";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";162;-0.95107581808642
14;"sitting";"Frequency";"Accelerometer";"Body";NA;NA;"SD";162;-0.935190806783951
14;"sitting";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";54;-0.940589853333333
14;"sitting";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";54;-0.929193937222222
14;"sitting";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";162;-0.974423462962963
14;"sitting";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";162;-0.976348175432099
14;"sitting";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";54;-0.972985342962963
14;"sitting";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";54;-0.972959409444444
14;"sitting";"Frequency";"Gyroscope";NA;NA;NA;"Mean";162;-0.968468235432099
14;"sitting";"Frequency";"Gyroscope";NA;NA;NA;"SD";162;-0.965276432777778
14;"sitting";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";54;-0.963320540555556
14;"sitting";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";54;-0.946517963703704
14;"sitting";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";54;-0.987324239259259
14;"sitting";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";54;-0.987065177777778
14;"sitting";"Time";"Accelerometer";"Body";NA;NA;"Mean";162;0.0569611439907407
14;"sitting";"Time";"Accelerometer";"Body";NA;NA;"SD";162;-0.938004262598765
